id,entity_type,full_name,bvn,nin,business_reg_no,address,metadata_json,created_at
14f57c3e-138e-41a3-96f9-b980d0493159,person,Temitope Eze,86679297814,23502504710,,"78 Abdullahi Avenue, Gwale, Kano, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-03-08T07:02:06+00:00
176338ac-4d2a-4bc3-bdb1-04a013104e97,person,Yusuf Ibrahim,70449271004,34305199252,,"35 Onyeka Road, Yaba, Lagos, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-08-23T07:02:06+00:00
adfb3a2e-3735-45c9-97ea-412bc218d9a1,person,Adebayo Salami,61263633530,02930093566,,"57 Nwankwo Close, Ibadan North, Oyo, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2024-05-04T07:02:06+00:00
c1cf5611-d91c-40b6-afdf-70ad64b63bed,person,Musa Afolabi,13681317055,27175620418,,"34 Afolabi Street, Kafanchan, Kaduna, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2026-01-09T07:02:06+00:00
f4fbe396-7b7e-4526-a945-038121293822,person,Temitope Mohammed,69232562085,36200136254,,"47 Ogunleye Crescent, Bonny, Rivers, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""medium""}",2025-08-05T07:02:06+00:00
bf2863ba-d58f-4ff1-a9a2-e8af851eb536,person,Ayomide Onyeka,93151716160,77233980146,,"31 Akinsanya Close, Dala, Kano, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2024-08-15T07:02:06+00:00
3879ca76-ceea-4655-9a5c-541efbc201ab,person,Blessing Bello,82863533212,70317904829,,"122 Eze Crescent, Onitsha, Anambra, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-06-05T07:02:06+00:00
5b18415e-fa23-456b-85cb-d7ff82696fa3,person,Ebere Ibrahim,90692236291,91784207273,,"48 Yakubu Avenue, Bodija, Oyo, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2024-10-23T07:02:06+00:00
cf5702c8-2300-4866-b60d-1305f61bbbf1,person,Nkechi Danjuma,53698799546,81066928229,,"151 Balogun Street, Okrika, Rivers, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2025-02-13T07:02:06+00:00
9d458f3f-42a3-4297-b9d1-1ac07c9d45e0,person,Sadiq Abdullahi,08599162591,32662046229,,"97 Umeh Avenue, Saki, Oyo, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2024-12-25T07:02:06+00:00
76c3ced0-9095-45ec-b4dd-6bb4e74a3f42,person,Uche Adetola,16343724999,60990209510,,"219 Eze Crescent, Ihiala, Anambra, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2025-01-07T07:02:06+00:00
b51603af-9506-4313-b70f-e5f34db2ef15,person,Oluwaseun Adebisi,83826321999,21838906600,,"164 Balogun Close, Abeokuta, Ogun, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2025-03-19T07:02:06+00:00
271922da-af60-4d26-be5f-5ca1527f1ff3,person,Kehinde Afolabi,91681988882,12441846386,,"96 Balogun Crescent, Ikeja, Lagos, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-02-24T07:02:06+00:00
690b5344-5043-4864-a197-6386a2ffbd04,person,Bisi Akinsanya,93735554325,56805285575,,"142 Onyeka Close, Gwale, Kano, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-02-17T07:02:06+00:00
ac12a091-135c-42b4-b46c-e46489cec83d,person,Fatima Adebisi,40836193846,00913569062,,"89 Lawal Close, Emene, Enugu, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-07-26T07:02:06+00:00
ad27c23a-10c2-4911-acf6-517694dcd3c4,person,Farouk Eze,82447131175,90228605561,,"182 Eze Avenue, Port Harcourt, Rivers, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""medium""}",2026-04-08T07:02:06+00:00
df674d5e-10d8-47ec-ae74-a689dd3bffeb,person,Nkechi Lawal,26218169507,56584452706,,"116 Ajayi Close, Ughelli, Delta, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-12-29T07:02:06+00:00
8ead4c2b-863e-40b5-bbb9-47e56118ee3c,person,Ngozi Ajayi,71946047871,92165481477,,"119 Yakubu Street, GRA, Enugu, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2025-07-18T07:02:06+00:00
29a1d091-ab6c-4666-882c-9de67f8ddd2c,person,Ifeoma Eze,09064084310,24153073892,,"183 Umeh Close, Obio-Akpor, Rivers, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-03-27T07:02:06+00:00
762a05c3-79bf-4db6-86a7-9d2209728e3a,person,Ifeoma Ajayi,68030599465,69374503777,,"111 Akinsanya Street, Tarauni, Kano, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2026-02-09T07:02:06+00:00
60c3dc84-dc52-4164-989c-6ed1fec01146,person,Blessing Akinsanya,07692959187,29777619443,,"157 Abdullahi Street, Asaba, Delta, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2026-01-12T07:02:06+00:00
ef506737-4480-476a-83eb-ebdd91e4c6f1,person,Farouk Abdullahi,87547716839,51333338098,,"171 Ogunleye Crescent, Ughelli, Delta, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2024-11-18T07:02:06+00:00
ba58e6f8-0c66-4193-8cf0-d69ca807cafa,person,Uche Ogunleye,15703864274,78818093026,,"181 Umeh Avenue, Agbor, Delta, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2024-05-08T07:02:06+00:00
c240f25d-6154-46ba-ba30-762618246ae6,person,Bukola Nwachukwu,99820732757,41207720002,,"192 Adetola Crescent, Kafanchan, Kaduna, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-06-17T07:02:06+00:00
0ffcfbb3-cac0-4262-a827-44bac5f6e5e6,person,Oluwaseun Yakubu,59572945421,78410419420,,"72 Adebisi Close, Ijebu Ode, Ogun, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2025-05-18T07:02:06+00:00
0dd5b3a3-0496-49b7-817a-ce4e95f29eb3,person,Ebuka Bello,82188069102,16218432437,,"139 Salami Close, Bonny, Rivers, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2024-06-08T07:02:06+00:00
f062f36b-0f8c-4ec9-b4fc-babecd0b9dd7,person,Ngozi Bello,35271471000,79493422004,,"82 Bello Road, Bodija, Oyo, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2024-09-03T07:02:06+00:00
7fd397ca-f9f3-4120-8be1-b8eb69742bac,person,Amina Danjuma,28531014993,29169216259,,"176 Lawal Crescent, Wuse, Abuja, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2025-09-21T07:02:06+00:00
a3acb9d2-0807-4eef-8ff5-c84ba09d7276,person,Chinedu Ogunleye,30409167056,64510535143,,"104 Salami Road, Ughelli, Delta, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-07-27T07:02:06+00:00
4cd89877-e1a9-426b-b7e3-92ad9c6f64bf,person,Blessing Mohammed,75920004686,74664535060,,"99 Nwachukwu Street, Abakpa, Enugu, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2024-10-19T07:02:06+00:00
0f963dd5-7d6d-4e29-aa85-c7ab43b5e8a0,person,Fatima Ibrahim,80804023446,95053451783,,"181 Akinsanya Crescent, Sapele, Delta, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2025-12-15T07:02:06+00:00
23d4ce4f-65a5-46b1-807f-59719aae0fe7,person,Fatima Nwachukwu,43167117703,71876380549,,"53 Adetola Crescent, Independence Layout, Enugu, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2025-06-28T07:02:06+00:00
5a1d179d-fc98-4e36-9652-eb228a6a29fe,person,Ebere Abdullahi,18547069944,67346645093,,"47 Danjuma Crescent, Lekki, Lagos, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2024-06-15T07:02:06+00:00
c56de80f-4efd-4cf6-aa08-86246105a7ed,person,Amina Okafor,20654045461,80650576650,,"139 Ojo Street, Asaba, Delta, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2026-03-31T07:02:06+00:00
68ce9737-75dc-4c17-bdec-c4cb0000604c,person,Kehinde Akinsanya,24445905353,30214928995,,"21 Onyeka Road, Emene, Enugu, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2024-08-01T07:02:06+00:00
27419b90-f6ff-4358-8946-455acb1a1d4a,person,Bisi Yakubu,24926574269,18804490587,,"81 Salami Crescent, Maitama, Abuja, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2026-01-05T07:02:06+00:00
050f57b0-91b9-47e2-8d7a-4340c23640ad,person,Halima Adebisi,06400928946,87989329090,,"97 Yakubu Street, Ajah, Lagos, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2025-06-27T07:02:06+00:00
b3faa28a-7392-4bba-aeb7-1ace7932d953,person,Adebayo Yakubu,24898017340,06671804318,,"101 Lawal Road, Warri, Delta, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2026-02-27T07:02:06+00:00
e2ef5e17-9a7c-4eb4-b3f6-65e921796a27,person,Chinedu Abdullahi,69920164670,40527241897,,"17 Ajayi Avenue, Gwale, Kano, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2026-03-14T07:02:06+00:00
e1a62ecd-0c68-4f53-8017-eb6573024438,person,Amina Adetola,80333591021,51062130750,,"49 Danjuma Road, Ihiala, Anambra, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2024-10-06T07:02:06+00:00
ca99b397-b0fc-4591-85dc-6df2d8cb2d0e,person,Fatima Yakubu,87730587206,62976034382,,"150 Ogunleye Crescent, Yaba, Lagos, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2025-12-17T07:02:06+00:00
2699ebf2-451f-44cd-a2a9-d6552867919f,person,Nkechi Onyeka,93353515106,98548507807,,"44 Onyeka Street, Ibadan North, Oyo, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-09-21T07:02:06+00:00
13581a5a-3a96-4059-bc00-f8dbb18431f6,person,Bisi Okafor,79297868099,69141155452,,"44 Yakubu Close, Kafanchan, Kaduna, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-02-16T07:02:06+00:00
b0b7d1a2-578d-446d-825b-705ed83d84c5,person,Ifeoma Eze,39894225665,07191477344,,"77 Nwachukwu Road, Dala, Kano, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-06-26T07:02:06+00:00
db4d29f2-ce2e-48ee-bd3c-798b43e69478,person,Halima Umeh,80706611118,16903507596,,"94 Bello Close, Nassarawa, Kano, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-06-21T07:02:06+00:00
74cdcc11-1437-4e0a-b73a-c23212564ba0,person,Uche Umeh,41255341147,19743150493,,"52 Balogun Close, Bodija, Oyo, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2024-09-18T07:02:06+00:00
631102b4-4d16-4cfa-8058-5b61280117df,person,Sadiq Adetola,39228179262,37547178199,,"104 Ogunleye Close, Wuse, Abuja, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-11-22T07:02:06+00:00
50158e88-8fb5-42ee-832a-4abd184694a8,person,Adebayo Akinsanya,22496833469,01109700335,,"14 Adebisi Road, Surulere, Lagos, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-04-17T07:02:06+00:00
1187237f-f632-4811-89b5-f182b3d1d923,person,Ifeoma Adebisi,84033380145,50893640447,,"53 Umeh Close, Nassarawa, Kano, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2024-09-11T07:02:06+00:00
805fa42c-54f3-44e4-83c0-c3dca3c8497a,person,Adebayo Ojo,14831718724,98275766614,,"142 Bello Road, Ogbomoso, Oyo, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""medium""}",2025-01-31T07:02:06+00:00
735e9618-5ea4-4e9b-b688-21ea3d123743,person,Fatima Adetola,86763913208,17673694479,,"70 Lawal Road, Sango, Ogun, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""medium""}",2024-10-13T07:02:06+00:00
d02eb245-8bbc-4a10-98a5-32f3fe086e5f,person,Ngozi Ogunleye,60969446973,42856899731,,"118 Lawal Avenue, Nnewi, Anambra, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2025-02-20T07:02:06+00:00
94b6962e-4b84-4f44-862b-5e04ea64138e,person,Ifeoma Ojo,27205566817,21096880445,,"22 Ojo Crescent, Nnewi, Anambra, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-09-05T07:02:06+00:00
06818fc4-8a8c-41d0-97ab-5b62cbc44dbc,person,Bukola Umeh,94377912722,14160051175,,"97 Adetola Avenue, Ibadan North, Oyo, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""medium""}",2025-03-22T07:02:06+00:00
993e6b74-d513-4db3-90ad-27972cd57a4e,person,Farouk Abdullahi,16393379637,79939868586,,"113 Lawal Street, Gwale, Kano, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2025-10-19T07:02:06+00:00
de6d3f18-84e5-4f54-89d6-8dc25b18e9bc,person,Bisi Ojo,85863058762,31605297763,,"88 Akinsanya Street, Wuse, Abuja, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-10-03T07:02:06+00:00
d5840bde-fd1c-433a-8a0e-6e95ac5741da,person,Ngozi Yakubu,28474411873,00085504980,,"99 Danjuma Street, Sapele, Delta, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2024-05-03T07:02:06+00:00
465c322d-468d-4252-b9b5-8a0aabc93588,person,Tosin Yakubu,34040019360,22493561411,,"36 Ibrahim Street, Garki, Abuja, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-01-08T07:02:06+00:00
cec692d8-1fb8-42bd-8f38-afe472e2474a,person,Farouk Onyeka,65283448611,92901498432,,"162 Lawal Avenue, Zaria, Kaduna, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""medium""}",2024-09-29T07:02:06+00:00
fedd8a02-a336-41d3-a4bb-a85194cfb4ce,person,Farouk Adetola,50624716072,60034079592,,"189 Ojo Close, Abakpa, Enugu, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-10-07T07:02:06+00:00
82f01655-0234-409a-8f3b-f62d84519f83,person,Ebuka Yakubu,89904658812,53593436850,,"210 Adebisi Road, Ijebu Ode, Ogun, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2024-05-11T07:02:06+00:00
45db3593-3bcf-4b2f-a513-bdc5f693c30f,person,Damilola Onyeka,97596563431,11015419544,,"100 Bello Road, Ughelli, Delta, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""medium""}",2025-07-04T07:02:06+00:00
7f0691d0-afc9-4b83-b470-0f651aa80a08,person,Ngozi Mohammed,73043623526,68268272611,,"24 Ajayi Street, Eleme, Rivers, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-10-22T07:02:06+00:00
a5e0385d-5543-4d7d-aaf4-d72b065f17dc,person,Kehinde Ibrahim,19881758718,74426248494,,"96 Salami Crescent, Nnewi, Anambra, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2024-09-12T07:02:06+00:00
7e53be9c-98e9-447a-a512-ea3c7dda40ff,person,Amina Yakubu,61116268742,66130553746,,"101 Ogunleye Street, Nassarawa, Kano, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2024-09-06T07:02:06+00:00
013dfeb0-8f42-42f2-b543-0bdcbfd930ef,person,Ifeoma Ogunleye,62743361092,67187288063,,"32 Onyeka Close, Obio-Akpor, Rivers, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-06-08T07:02:06+00:00
20666e38-2a73-473e-aef4-1b96533da9b1,person,Ebuka Danjuma,01293247704,70071693651,,"182 Umeh Avenue, Tarauni, Kano, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2026-03-05T07:02:06+00:00
d774444f-2c2d-4f8f-b779-923f79996e3c,person,Bisi Danjuma,04095945763,77627354910,,"160 Eze Crescent, Yaba, Lagos, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-03-02T07:02:06+00:00
4de2f421-39ee-4e7a-8761-c7aa09a1ec79,person,Temitope Balogun,33488093214,52132919210,,"136 Mohammed Street, Ilaro, Ogun, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2025-09-05T07:02:06+00:00
0cb0bf4e-7432-4b37-a7ea-565a89489ebd,person,Halima Ibrahim,60109500748,54280725695,,"153 Akinsanya Close, Yaba, Lagos, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""medium""}",2025-03-30T07:02:06+00:00
6a1c8d89-cd0a-43e7-b2aa-f27c09dbbaed,person,Uche Danjuma,11678546695,44227307778,,"140 Ajayi Close, Barnawa, Kaduna, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-10-28T07:02:06+00:00
01fbb604-e286-4351-9e30-828d11dceada,person,Nkechi Balogun,25422313408,76115347701,,"94 Yakubu Street, Ogidi, Anambra, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-09-11T07:02:06+00:00
65a13708-c737-4fb0-b658-be5e021ef675,person,Ebere Lawal,39936300252,74416189397,,"66 Bello Street, Ikeja, Lagos, Nigeria","{""occupation"": ""Civil Servant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2024-09-17T07:02:06+00:00
c68052ca-09e3-4202-898c-a3fff5190ec5,person,Sadiq Ajayi,46761043480,11004897419,,"52 Mohammed Crescent, Abakpa, Enugu, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2024-09-18T07:02:06+00:00
9f7c2796-5515-4287-8aa3-69fdf203e4c6,person,Uche Afolabi,95693065314,85309605231,,"173 Danjuma Road, Port Harcourt, Rivers, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-02-14T07:02:06+00:00
5b17b1b0-07f9-4cce-9ae4-b80ea9802a00,person,Farouk Ajayi,44883744867,53526974328,,"42 Umeh Close, Yaba, Lagos, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2024-06-21T07:02:06+00:00
10786c40-1f16-41c2-813c-89b92eb789d5,person,Chinedu Eze,06382720481,19305059151,,"216 Ojo Crescent, Barnawa, Kaduna, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-10-15T07:02:06+00:00
3bfbb510-2b12-4c7d-872b-623891328d0f,person,Blessing Bello,66771883800,15489508995,,"79 Lawal Road, Port Harcourt, Rivers, Nigeria","{""occupation"": ""Accountant"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-05-17T07:02:06+00:00
e25ded48-86c6-405c-a9fe-c67d9f2f31cb,person,Uche Nwankwo,24043770932,78351406551,,"106 Mohammed Crescent, Abeokuta, Ogun, Nigeria","{""occupation"": ""Doctor"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2024-08-09T07:02:06+00:00
b4b5c5a4-a0ce-48e1-9a2a-ecbfe0890ed3,person,Musa Nwankwo,07444600008,67327337089,,"204 Ibrahim Avenue, Ikeja, Lagos, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2025-04-21T07:02:06+00:00
4945d5da-2fe3-480c-811f-3d56113735b9,person,Tosin Ojo,61129509605,10384638167,,"190 Akinsanya Close, Surulere, Lagos, Nigeria","{""occupation"": ""Trader"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""medium""}",2024-10-26T07:02:06+00:00
e9551e97-b50e-4cf8-94be-3fa5292ecd05,person,Ngozi Akinsanya,06296947341,20731490348,,"90 Adebisi Close, Challenge, Oyo, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2025-02-03T07:02:06+00:00
7522fa50-bc52-437c-bf11-304f27ae12cc,person,Ngozi Afolabi,46757933112,97821716524,,"143 Ajayi Crescent, Nassarawa, Kano, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_3"", ""risk_profile"": ""low""}",2024-10-31T07:02:06+00:00
34e3d71e-7f4a-4ea2-9a4d-38efc61fdbb8,person,Ebuka Balogun,76619666606,11920581796,,"16 Okafor Road, Kaduna North, Kaduna, Nigeria","{""occupation"": ""Entrepreneur"", ""kyc_tier"": ""tier_2"", ""risk_profile"": ""low""}",2025-02-28T07:02:06+00:00
97065db5-e93d-4284-9286-c27fc9cc7243,person,Farouk Danjuma,36295119582,94809909573,,"65 Umeh Road, Asaba, Delta, Nigeria","{""occupation"": ""Engineer"", ""kyc_tier"": ""tier_1"", ""risk_profile"": ""low""}",2026-01-16T07:02:06+00:00
